type,cle_de_rapprochement,producteur,ids_produits,libelles,prix_ht,sources,decision
LIBELLE_IDENTIQUE_PRODUCTEURS_DIFFERENTS,cidre de glace,DOMAINE DES HAUTS VENTS / SARL DOMAINE DE BILLY,PROD-0472 / PROD-0687 / PROD-0688,"Cidre de Glace 37,5cl 12% || Cidre de glace || Cidre de glace",14.3 / 17.0 / 8.0,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 481) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 3 (page 3 – section APERITIFS) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 3 (page 3 – section APERITIFS),Produits de producteurs différents portant le même libellé : NE PAS FUSIONNER
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,cidre fraicheur,SARL DOMAINE DE BILLY,PROD-0661 / PROD-0666,Cidre Fraîcheur || Cidre Fraîcheur,3.65 / 1.75,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,cidre fruite,SARL DOMAINE DE BILLY,PROD-0660 / PROD-0665,Cidre Fruité || Cidre Fruité,3.36 / 1.75,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,cidre tonique,SARL DOMAINE DE BILLY,PROD-0662 / PROD-0667,Cidre Tonique || Cidre Tonique,4.5 / 1.75,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 1 (page 1 – section CIDRES),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,coulis de caramel au beurre sale,CARAMELS D'ISIGNY,PROD-0632 / PROD-0633,COULIS DE CARAMEL AU BEURRE SALÉ || COULIS DE CARAMEL AU BEURRE SALÉ,4.81 / 15.75,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 179 – LES COULIS DE CARAMEL (Page 19)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 180 – LES COULIS DE CARAMEL (Page 19)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,creme aux ufs a la creme d isigny,LE PÈRE ROUPSARD DESSERT,PROD-0070 / PROD-0072,Crème aux œufs à la crème d'Isigny 180 gr || Crème aux œufs à la crème d'Isigny 120 gr,2.25 / 1.77,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 79) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 81),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,creme aux ufs aux eclats de caramel d isigny,LE PÈRE ROUPSARD DESSERT,PROD-0071 / PROD-0073,Crème aux œufs aux éclats de caramel d'Isigny 180 gr || Crème aux œufs aux éclats de caramel d'Isigny 120 gr,2.25 / 1.77,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 80) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 82),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,creme de calvados,FERME DU LOTEROT,PROD-0370 / PROD-0371,Crème de Calvados 70 cl || Crème de Calvados 35 cl,13.5 / 9.1,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 379) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 380),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,eclats de caramel 1 5 mm,CARAMELS D'ISIGNY,PROD-0647 / PROD-0648 / PROD-0649,"ÉCLATS DE CARAMEL 1,5/4 MM || ÉCLATS DE CARAMEL 1,5/4 MM || ÉCLATS DE CARAMEL 1,5/4 MM",14.17 / 31.66 / 13.27,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 198 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 199 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 200 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,eclats de caramel 4 mm,CARAMELS D'ISIGNY,PROD-0650 / PROD-0651 / PROD-0652,ÉCLATS DE CARAMEL 4/8 MM || ÉCLATS DE CARAMEL 4/8 MM || ÉCLATS DE CARAMEL 4/8 MM,14.57 / 32.61 / 13.66,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 201 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 202 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 203 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,eclats de caramel calibre 1 5 mm,CARAMELS D'ISIGNY,PROD-0634 / PROD-0635,ÉCLATS DE CARAMEL CALIBRE 1.5/4MM || ÉCLATS DE CARAMEL CALIBRE 1.5/4MM,11.4 / 4.95,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 183 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 184 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,eclats de caramel calibre 4 mm,CARAMELS D'ISIGNY,PROD-0636 / PROD-0637,ÉCLATS DE CARAMEL CALIBRE 4/8MM || ÉCLATS DE CARAMEL CALIBRE 4/8MM,11.74 / 5.11,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 185 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 186 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,fine de claids,GAEC DE CLAIDS,PROD-0356 / PROD-0360,Fine de Claids 35 cl 40° || Fine de Claids 70 cl 40°,18.0 / 30.2,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 365) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 369),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,foie gras de canard pot le parfait,PÈRE ROUPSARD TRAITEUR,PROD-0112 / PROD-0113,Foie gras de canard pot le parfait 120 grs || Foie gras de canard pot le parfait 180 grs,14.65 / 20.6,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 121) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 122),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_PRODUCTEURS_DIFFERENTS,jus de pomme,GAEC DE CLAIDS / SARL DOMAINE DE BILLY,PROD-0367 / PROD-0368 / PROD-0672,Jus de pomme 100 cl || Jus de pomme 25 cl || Jus de pomme,3.3 / 1.9 / 2.75,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 376) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 377) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS DE POMME),Produits de producteurs différents portant le même libellé : NE PAS FUSIONNER
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,jus de pomme bio,MAISON HEROUT,PROD-0344 / PROD-0345,Jus de pomme bio 25 cl || Jus de pomme bio 100 cl,1.98 / 3.85,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 353) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 354),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,liqueur 44 le chiffre claids,GAEC DE CLAIDS,PROD-0364 / PROD-0365,"Liqueur 44 ""le chiffre Claids"" 35 cl 32° || Liqueur 44 ""le chiffre Claids"" 70 cl 32°",16.2 / 25.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 373) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 374),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,miel d acacia,Rucher du bocage Virois,PROD-0444 / PROD-0445,Miel d'Acacia 250gr || Miel d'Acacia 500gr,5.8 / 9.4,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 453) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 454),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,miel de chataigner,Rucher du bocage Virois,PROD-0448 / PROD-0449,Miel de Chataigner 250gr || Miel de Chataigner 500gr,5.8 / 9.4,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 457) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 458),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,miel de fleurs de normandie,Rucher du bocage Virois,PROD-0442 / PROD-0443,Miel de Fleurs de Normandie 250gr || Miel de Fleurs de Normandie 500gr,4.25 / 6.3,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 451) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 452),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,miel de foret,Rucher du bocage Virois,PROD-0450 / PROD-0451,Miel de Foret 250gr || Miel de Foret 500gr,5.8 / 9.4,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 459) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 460),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,miel de tilleul,Rucher du bocage Virois,PROD-0446 / PROD-0447,Miel de Tilleul 250gr || Miel de Tilleul 500gr,5.8 / 9.4,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 455) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 456),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pain d epices nature,Rucher du bocage Virois,PROD-0452 / PROD-0453,Pain D'épices Nature 100gr || Pain D'épices Nature 250gr,1.9 / 3.8,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 461) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 462),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pate de foie aux pommes calva,PÈRE ROUPSARD,PROD-0087 / PROD-0094,Pâté de foie aux pommes calva 90 grs || Pâté de foie aux pommes calva 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 96) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 103),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pomme basilic,SARL DOMAINE DE BILLY,PROD-0678 / PROD-0683,Pomme Basilic || Pomme Basilic,1.96 / 3.3,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 33 cl) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 75 cl),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pomme framboise,SARL DOMAINE DE BILLY,PROD-0680 / PROD-0685,Pomme Framboise || Pomme Framboise,1.89 / 3.3,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 33 cl) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 75 cl),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pomme menthe,SARL DOMAINE DE BILLY,PROD-0679 / PROD-0684,Pomme Menthe || Pomme Menthe,1.96 / 3.3,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 33 cl) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 75 cl),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pomme myrtille,SARL DOMAINE DE BILLY,PROD-0681 / PROD-0686,Pomme Myrtille || Pomme Myrtille,1.89 / 3.3,billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 33 cl) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 2 (page 2 – section JUS 75 cl),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,pommeau bio,MAISON HEROUT,PROD-0342 / PROD-0343,Pommeau bio 70 cl || pommeau bio 20 cl,15.18 / 6.27,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 351) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 352),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_PRODUCTEURS_DIFFERENTS,pommeau de normandie,GAEC DE CLAIDS / SARL DOMAINE DE BILLY,PROD-0361 / PROD-0362 / PROD-0689 / PROD-0690,Pommeau de Normandie 35 cl 17° || Pommeau de Normandie 70 cl 17° || Pommeau de Normandie || Pommeau de Normandie,7.25 / 11.35 / 9.97 / 6.12,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 370) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 371) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 3 (page 3 – section APERITIFS) || billy.pdf – tarif SARL Domaine de Billy « Prix de vente à partir de 2026 » – page 3 (page 3 – section APERITIFS),Produits de producteurs différents portant le même libellé : NE PAS FUSIONNER
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,poudre de caramel,CARAMELS D'ISIGNY,PROD-0638 / PROD-0639 / PROD-0644 / PROD-0645 / PROD-0646,POUDRE DE CARAMEL || POUDRE DE CARAMEL || POUDRE DE CARAMEL || POUDRE DE CARAMEL || POUDRE DE CARAMEL,10.7 / 4.27 / 13.29 / 29.68 / 12.44,Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 187 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 188 – LES ÉCLATS ET POUDRE DE CARAMEL (page 19)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 195 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 196 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)) || Tarif et bon de commande 2026 – onglet « CARAMELS ISIGNY 2026 » (ligne 197 – LES PRODUITS ALIMENTAIRES INTERMÉDIAIRES (page 20)),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de canard au foie gras,PÈRE ROUPSARD,PROD-0092 / PROD-0111,Rillettes de canard au foie gras 90 grs || Rillettes de canard au foie gras 180 grs,2.88 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 101) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 120),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de porc a l ancienne,PÈRE ROUPSARD,PROD-0084 / PROD-0097,Rillettes de porc à l'anciènne 90 grs || Rillettes de porc à l'anciènne 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 93) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 106),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de porc fume,PÈRE ROUPSARD,PROD-0085 / PROD-0096,Rillettes de porc fumé 90 grs || Rillettes de porc fumé 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 94) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 105),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de poulet citron confit,PÈRE ROUPSARD,PROD-0090 / PROD-0108,Rillettes de poulet citron confit 90 grs || Rillettes de poulet citron confit 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 99) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 117),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de saumon,MAISON SAINT LO,PROD-0183 / PROD-0206,Rillettes de saumon 140 grs || Rillettes de saumon 90 grs/12,4.5 / 3.2,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 192) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 215),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de saumon a l aneth fraiche,MAISON SAINT LO,PROD-0184 / PROD-0207,Rillettes de saumon à l'aneth fraîche 140 grs || Rillettes de saumon à l'aneth fraîche 90 grs,4.5 / 3.2,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 193) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 216),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de truite,MAISON SAINT LO,PROD-0186 / PROD-0209,Rillettes de truite 140 grs || Rillettes de truite 90 grs,4.5 / 3.2,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 195) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 218),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de truite a l aneth fraiche,MAISON SAINT LO,PROD-0188 / PROD-0210,Rillettes de truite à l'aneth fraîche 140 grs || Rillettes de truite à l'aneth fraîche 90 grs,4.5 / 3.2,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 197) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 219),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes de truite noix de st jacques,MAISON SAINT LO,PROD-0178 / PROD-0197,Rillettes de truite noix de st jacques 140 grs || Rillettes de truite noix de st jacques 90 grs,4.9 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 187) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 206),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,rillettes du cotentin,PÈRE ROUPSARD,PROD-0088 / PROD-0098,Rillettes du Cotentin 90 grs || Rillettes du Cotentin 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 97) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 107),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,riz au lait de normandie,LE PÈRE ROUPSARD DESSERT,PROD-0066 / PROD-0068,Riz au lait de Normandie 180 gr || Riz au lait de Normandie 120 gr,2.25 / 1.77,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 75) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 77),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,riz au lait de normandie eclats caramel d isigny,LE PÈRE ROUPSARD DESSERT,PROD-0067 / PROD-0069,Riz au lait de Normandie Eclats caramel d'Isigny 180 gr || Riz au lait de Normandie Eclats caramel d'Isigny 120 gr,2.25 / 1.77,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 76) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 78),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,soupe d etrilles,PÈRE ROUPSARD TRAITEUR,PROD-0128 / PROD-0129,Soupe d'étrilles 1 litre || Soupe d'étrilles 50 cl,4.05 / 2.31,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 137) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 138),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,soupe de langoustines,PÈRE ROUPSARD TRAITEUR,PROD-0130 / PROD-0131,Soupe de langoustines 1 litre || Soupe de langoustines 50 cl,4.05 / 2.31,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 139) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 140),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_PRODUCTEURS_DIFFERENTS,soupe de poisson,MAISON SAINT LO / PÈRE ROUPSARD TRAITEUR,PROD-0124 / PROD-0125 / PROD-0171 / PROD-0176,Soupe de poisson 1 litre || Soupe de poisson 50 cl || Soupe de poisson 740 ml || Soupe de poisson 480 ml,3.4 / 2.05 / 4.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 133) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 134) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 180) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 185),Produits de producteurs différents portant le même libellé : NE PAS FUSIONNER
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,soupe de saumon fume,MAISON SAINT LO,PROD-0167 / PROD-0172,Soupe de saumon fumé 740 ml || Soupe de saumon fumé  480 ml,4.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 176) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 181),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,soupe de truite fumee,MAISON SAINT LO,PROD-0168 / PROD-0173,Soupe de truite fumée 740 ml || Soupe de truite fumée 480 ml,4.2 / 3.5,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 177) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 182),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine campagne pomme foie gras,PÈRE ROUPSARD,PROD-0086 / PROD-0104,Terrine campagne pomme foie gras 90 grs || Terrine campagne pomme foie gras 180 g,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 95) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 113),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de campagne,PÈRE ROUPSARD,PROD-0080 / PROD-0095,Terrine de campagne 90 grs || Terrine de campagne 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 89) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 104),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
LIBELLE_IDENTIQUE_MEME_PRODUCTEUR,terrine de canard aux pommes,PÈRE ROUPSARD,PROD-0079 / PROD-0099,Terrine de canard aux pommes 90 grs || Terrine de canard aux pommes 180 grs,2.6 / 3.98,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 88) || Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 » (ligne 108),"Même libellé, formats ou décors différents : NE PAS FUSIONNER sans vérification"
