id_produit,nom_produit,score_noblesse,score_valeur_percue,score_local,score_noel,score_logistique,score_personnalisation,score_qualite,score_marge,score_upsell,score_marge_commentaire,score_qualite_commentaire,statut,base_de_calcul
PROD-0180,Rillettes de hareng 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0181,Rillettes de lieu andouille de Vire 140 grs,2,2,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0182,Rillettes de maquereaux moutarde 140grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0183,Rillettes de saumon 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0184,Rillettes de saumon à l'aneth fraîche 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0185,Rillettes de saumon au camembert 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0186,Rillettes de truite 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0187,Rillettes truite moutarde ancienne 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0188,Rillettes de truite à l'aneth fraîche 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0189,Rillettes saumon curry 140 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0190,Rillettes de langoustines 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.60 € HT) → 2
PROD-0191,Rillettes de homard 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.60 € HT) → 2
PROD-0192,Rillettes de lotte 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0193,Rillettes de lotte au chorizo 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0194,Rillettes noix de st jacques pomme miel 85 g,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (4.50 € HT) → 2
PROD-0195,Rillettes de truite fumée au safran 90 g,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.80 € HT) → 2
PROD-0196,Rillettes saumon aux noix  St Jacques 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.50 € HT) → 2
PROD-0197,Rillettes de truite noix de st jacques 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.50 € HT) → 2
PROD-0198,Terrine de haddock 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.50 € HT) → 2
PROD-0199,Terrine de truite fumée 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.50 € HT) → 2
PROD-0200,Terrine saumon fumé 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.50 € HT) → 2
PROD-0201,Rillettes saumon au miel et curry 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0202,Rillettes de hareng à la tomate 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0203,Rillettes maquereaux moutarde 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0204,Rillettes de sardine 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0205,Rillettes de sardine aux olives 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0206,Rillettes de saumon 90 grs/12,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0209,Rillettes de truite 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0212,Rillettes lieu andouille de Vire 90 grs,2,2,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0213,rillettes sardine à la tomate 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0214,Rillettes sardine confit d'oignon 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,2,2,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0216,Rillettes saumon au curry 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0217,Rillettes saumon camembert 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0218,Rillettes saumon chèvre 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0219,Mousse de saumon 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0220,Mousse de truite 90 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (3.20 € HT) → 2
PROD-0221,Rouille 85 grs,2,2,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (2.80 € HT) → 2
PROD-0222,"Café ""la tasse de Lola"" 250 grs",3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.00 € HT) → 3
PROD-0223,"Café grains ""la tasse de Lola"" 250 grs",3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.08 € HT) → 3
PROD-0224,Thé noir  God save the tea,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0225,Thé noir Vahiné,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0226,Thé noir Blue twist,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0227,Thé noir Back in Black,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0228,Thé noir Jeu de l'agrume,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0229,Thé vert Chaud Mojito,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0230,Thé vert Tasse de Génie,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0231,Thé vert Hakuna Matatasse,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0232,Thé vert Jardin d'agrumes,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0233,Thé vert Rouge aux joues,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0234,Thé blanc Blanc de poire,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0235,Thé blanc Tasse des Bois,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0236,Thé blanc White Sweetness,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0237,Tisane Bien être Stop Migraine,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0238,Tisane Bien être Digest Cup,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0239,Tisane Bien être Oust le rhume,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0240,Tisane Bien être Punch Power,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0241,Tisane Bien être SO Quiet,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0242,Tisane fruitée La Reine encahntée,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0243,Tisane fruitée Sorbet Exotique,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0244,Tisane fruitée La Dame de cœur,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0245,Detox Jeune et jolie,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0246,Detox Beau Teint,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0247,Detox Chill Time,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0248,Maté KA'MATE KA'MATE,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0249,Maté Balance,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0250,Maternité Divine Mama,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0251,Maternité Voie Lactée,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0252,Rooibos Lemon Curd,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0253,Rooibos Cheri Coco,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0254,Rooibos Saveur Macaron,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0255,Rooibos Menthe Givrée,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0256,Rooibos Agrumes Tonic,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0257,NORMAND Cambremer Pays D'Auge,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0258,NORMAND Rouen Gros Horloge,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0259,NORMAND Bayeux et son Bessin,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0260,NORMAND Caen Ville historique,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0261,NORMAND Bagnoles de l'Orne,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0262,NORMAND Mont Saint Michel,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0263,D-Day Plage du debarquement,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0264,D-Day Normandie D-DAY,3,3,3,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0265,D-Day Operation Overlord,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0266,D-Day Parachutes,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
PROD-0267,D-Day Les Alliés,3,3,,,5,,,,,NON CALCULABLE (donnée absente des documents) : aucun prix de vente n'existe encore,NON CALCULABLE (donnée absente des documents) : à saisir en back-office,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,palier de prix d'achat (5.78 € HT) → 3
